user_id,session_id,timestamp,event,device,region
1015,S1015,2024-10-02 08:47:00,view_flights,mobile,RU
1015,S1015,2024-10-02 08:47:00,select_flight,mobile,RU
1015,S1015,2024-10-02 08:47:00,add_bags,mobile,RU
1015,S1015,2024-10-02 08:47:00,checkout,mobile,RU
1015,S1015,2024-10-02 08:47:00,confirmation,mobile,RU
1016,S1016,2024-07-04 07:08:00,search,desktop,IL
1016,S1016,2024-07-04 07:08:00,view_flights,desktop,IL
1016,S1016,2024-07-04 07:08:00,select_flight,desktop,IL
1016,S1016,2024-07-04 07:08:00,add_bags,desktop,IL
1016,S1016,2024-07-04 07:08:00,checkout,desktop,IL
1017,S1017,2024-02-26 04:40:00,search,desktop,FR
1017,S1017,2024-02-26 04:40:00,view_flights,desktop,FR
1018,S1018,2024-07-16 12:38:00,search,desktop,AR
1018,S1018,2024-07-16 12:38:00,view_flights,desktop,AR
1019,S1019,2024-12-14 23:07:00,search,desktop,EG
1019,S1019,2024-12-14 23:07:00,view_flights,desktop,EG
1020,S1020,2024-05-30 13:10:00,search,desktop,CH
1020,S1020,2024-05-30 13:10:00,view_flights,desktop,CH
1021,S1021,2024-04-01 16:58:00,search,mobile,SG
1021,S1021,2024-04-01 16:58:00,view_flights,mobile,SG
1021,S1021,2024-04-01 16:58:00,select_flight,mobile,SG
1021,S1021,2024-04-01 16:58:00,add_bags,mobile,SG
1021,S1021,2024-04-01 16:58:00,checkout,mobile,SG
1021,S1021,2024-04-01 16:58:00,confirmation,mobile,SG
1022,S1022,2024-04-11 04:23:00,search,desktop,PH
1022,S1022,2024-04-11 04:23:00,view_flights,desktop,PH
1022,S1022,2024-04-11 04:23:00,select_flight,desktop,PH
1022,S1022,2024-04-11 04:23:00,add_bags,desktop,PH
1022,S1022,2024-04-11 04:23:00,checkout,desktop,PH
1022,S1022,2024-04-11 04:23:00,confirmation,desktop,PH
1023,S1023,2024-09-07 00:07:00,search,mobile,AR
1023,S1023,2024-09-07 00:07:00,view_flights,mobile,AR
1023,S1023,2024-09-07 00:07:00,select_flight,mobile,AR
1023,S1023,2024-09-07 00:07:00,add_bags,mobile,AR
1024,S1024,2024-05-03 18:05:00,search,desktop,RU
1024,S1024,2024-05-03 18:05:00,view_flights,desktop,RU
1025,S1025,2024-03-05 04:42:00,search,desktop,DE
1025,S1025,2024-03-05 04:42:00,view_flights,desktop,DE
1025,S1025,2024-03-05 04:42:00,select_flight,desktop,DE
1025,S1025,2024-03-05 04:42:00,add_bags,desktop,DE
1025,S1025,2024-03-05 04:42:00,checkout,desktop,DE
1025,S1025,2024-03-05 04:42:00,confirmation,desktop,DE
1026,S1026,2024-11-06 13:13:00,search,mobile,SG
1026,S1026,2024-11-06 13:13:00,view_flights,mobile,SG
1026,S1026,2024-11-06 13:13:00,select_flight,mobile,SG
1026,S1026,2024-11-06 13:13:00,add_bags,mobile,SG
1026,S1026,2024-11-06 13:13:00,checkout,mobile,SG
1026,S1026,2024-11-06 13:13:00,confirmation,mobile,SG
1027,S1027,2024-12-09 20:23:00,search,mobile,NL
1027,S1027,2024-12-09 20:23:00,view_flights,mobile,NL
1027,S1027,2024-12-09 20:23:00,select_flight,mobile,NL
1027,S1027,2024-12-09 20:23:00,add_bags,mobile,NL
1027,S1027,2024-12-09 20:23:00,checkout,mobile,NL
1028,S1028,2024-04-25 02:21:00,search,desktop,ES
1028,S1028,2024-04-25 02:21:00,view_flights,desktop,ES
1028,S1028,2024-04-25 02:21:00,select_flight,desktop,ES
1029,S1029,2024-01-04 02:45:00,search,mobile,IL
1029,S1029,2024-01-04 02:45:00,view_flights,mobile,IL
1029,S1029,2024-01-04 02:45:00,select_flight,mobile,IL
1030,S1030,2024-06-18 02:32:00,search,mobile,DE
1030,S1030,2024-06-18 02:32:00,view_flights,mobile,DE
1031,S1031,2024-10-03 04:46:00,search,desktop,MY
1031,S1031,2024-10-03 04:46:00,view_flights,desktop,MY
1031,S1031,2024-10-03 04:46:00,select_flight,desktop,MY
1032,S1032,2024-07-27 06:06:00,search,desktop,RU
1032,S1032,2024-07-27 06:06:00,view_flights,desktop,RU
1032,S1032,2024-07-27 06:06:00,select_flight,desktop,RU
1032,S1032,2024-07-27 06:06:00,add_bags,desktop,RU
1032,S1032,2024-07-27 06:06:00,checkout,desktop,RU
1033,S1033,2024-07-29 14:55:00,search,desktop,BE
1033,S1033,2024-07-29 14:55:00,view_flights,desktop,BE
1033,S1033,2024-07-29 14:55:00,select_flight,desktop,BE
1033,S1033,2024-07-29 14:55:00,add_bags,desktop,BE
1033,S1033,2024-07-29 14:55:00,checkout,desktop,BE
1034,S1034,2024-06-22 03:15:00,search,mobile,AU
1034,S1034,2024-06-22 03:15:00,view_flights,mobile,AU
1034,S1034,2024-06-22 03:15:00,select_flight,mobile,AU
1034,S1034,2024-06-22 03:15:00,add_bags,mobile,AU
1034,S1034,2024-06-22 03:15:00,checkout,mobile,AU
1035,S1035,2024-03-12 13:11:00,search,mobile,TR
1035,S1035,2024-03-12 13:11:00,view_flights,mobile,TR
1035,S1035,2024-03-12 13:11:00,select_flight,mobile,TR
1035,S1035,2024-03-12 13:11:00,add_bags,mobile,TR
1035,S1035,2024-03-12 13:11:00,checkout,mobile,TR
1036,S1036,2024-08-14 17:06:00,search,desktop,RU
1036,S1036,2024-08-14 17:06:00,view_flights,desktop,RU
1037,S1037,2024-03-26 13:31:00,search,mobile,FR
1037,S1037,2024-03-26 13:31:00,view_flights,mobile,FR
1037,S1037,2024-03-26 13:31:00,select_flight,mobile,FR
1038,S1038,2024-03-25 12:00:00,search,mobile,FI
1038,S1038,2024-03-25 12:00:00,view_flights,mobile,FI
1039,S1039,2024-08-04 22:46:00,search,desktop,GR
1039,S1039,2024-08-04 22:46:00,view_flights,desktop,GR
1039,S1039,2024-08-04 22:46:00,select_flight,desktop,GR
1039,S1039,2024-08-04 22:46:00,add_bags,desktop,GR
1040,S1040,2024-05-31 06:03:00,search,desktop,CN
1040,S1040,2024-05-31 06:03:00,view_flights,desktop,CN
1040,S1040,2024-05-31 06:03:00,select_flight,desktop,CN
1041,S1041,2024-01-26 18:30:00,search,mobile,SE
1041,S1041,2024-01-26 18:30:00,view_flights,mobile,SE
1042,S1042,2024-02-11 05:04:00,search,mobile,AU
1042,S1042,2024-02-11 05:04:00,view_flights,mobile,AU
1042,S1042,2024-02-11 05:04:00,select_flight,mobile,AU
1042,S1042,2024-02-11 05:04:00,add_bags,mobile,AU
1042,S1042,2024-02-11 05:04:00,checkout,mobile,AU
1042,S1042,2024-02-11 05:04:00,confirmation,mobile,AU
1043,S1043,2024-03-02 18:15:00,search,mobile,RU
1043,S1043,2024-03-02 18:15:00,view_flights,mobile,RU
1043,S1043,2024-03-02 18:15:00,select_flight,mobile,RU
1043,S1043,2024-03-02 18:15:00,add_bags,mobile,RU
1043,S1043,2024-03-02 18:15:00,checkout,mobile,RU
1044,S1044,2024-08-02 21:37:00,search,mobile,CL
1044,S1044,2024-08-02 21:37:00,view_flights,mobile,CL
1045,S1045,2024-12-08 22:20:00,search,desktop,SG
1045,S1045,2024-12-08 22:20:00,view_flights,desktop,SG
1045,S1045,2024-12-08 22:20:00,select_flight,desktop,SG
1046,S1046,2024-12-09 20:19:00,search,desktop,FI
1046,S1046,2024-12-09 20:19:00,view_flights,desktop,FI
1046,S1046,2024-12-09 20:19:00,select_flight,desktop,FI
1047,S1047,2024-08-22 19:36:00,search,desktop,DE
1047,S1047,2024-08-22 19:36:00,view_flights,desktop,DE
1048,S1048,2024-09-16 08:08:00,search,mobile,TR
1048,S1048,2024-09-16 08:08:00,view_flights,mobile,TR
1048,S1048,2024-09-16 08:08:00,select_flight,mobile,TR
1049,S1049,2024-05-25 05:28:00,search,mobile,RU
1049,S1049,2024-05-25 05:28:00,view_flights,mobile,RU
1049,S1049,2024-05-25 05:28:00,select_flight,mobile,RU
1049,S1049,2024-05-25 05:28:00,add_bags,mobile,RU
1050,S1050,2024-01-05 21:52:00,search,desktop,CL
1050,S1050,2024-01-05 21:52:00,view_flights,desktop,CL
1050,S1050,2024-01-05 21:52:00,select_flight,desktop,CL
1050,S1050,2024-01-05 21:52:00,add_bags,desktop,CL
1050,S1050,2024-01-05 21:52:00,checkout,desktop,CL
1050,S1050,2024-01-05 21:52:00,confirmation,desktop,CL
1051,S1051,2024-05-15 03:56:00,search,desktop,IT
1051,S1051,2024-05-15 03:56:00,view_flights,desktop,IT
1051,S1051,2024-05-15 03:56:00,select_flight,desktop,IT
1052,S1052,2024-11-05 06:45:00,search,mobile,NZ
1052,S1052,2024-11-05 06:45:00,view_flights,mobile,NZ
1052,S1052,2024-11-05 06:45:00,select_flight,mobile,NZ
1052,S1052,2024-11-05 06:45:00,add_bags,mobile,NZ
1053,S1053,2024-09-07 08:57:00,search,mobile,SG
1053,S1053,2024-09-07 08:57:00,view_flights,mobile,SG
1053,S1053,2024-09-07 08:57:00,select_flight,mobile,SG
1053,S1053,2024-09-07 08:57:00,add_bags,mobile,SG
1053,S1053,2024-09-07 08:57:00,checkout,mobile,SG
1053,S1053,2024-09-07 08:57:00,confirmation,mobile,SG
1054,S1054,2024-01-23 00:21:00,search,mobile,PL
1054,S1054,2024-01-23 00:21:00,view_flights,mobile,PL
1054,S1054,2024-01-23 00:21:00,select_flight,mobile,PL
1054,S1054,2024-01-23 00:21:00,add_bags,mobile,PL
1055,S1055,2024-10-09 22:27:00,search,desktop,KR
1055,S1055,2024-10-09 22:27:00,view_flights,desktop,KR
1055,S1055,2024-10-09 22:27:00,select_flight,desktop,KR
1055,S1055,2024-10-09 22:27:00,add_bags,desktop,KR
1055,S1055,2024-10-09 22:27:00,checkout,desktop,KR
1056,S1056,2024-12-19 04:34:00,search,mobile,ES
1056,S1056,2024-12-19 04:34:00,view_flights,mobile,ES
1057,S1057,2024-03-16 13:08:00,search,desktop,IL
1057,S1057,2024-03-16 13:08:00,view_flights,desktop,IL
1057,S1057,2024-03-16 13:08:00,select_flight,desktop,IL
1057,S1057,2024-03-16 13:08:00,add_bags,desktop,IL
1057,S1057,2024-03-16 13:08:00,checkout,desktop,IL
1057,S1057,2024-03-16 13:08:00,confirmation,desktop,IL
1058,S1058,2024-07-02 06:43:00,search,desktop,IE
1058,S1058,2024-07-02 06:43:00,view_flights,desktop,IE
1059,S1059,2024-07-27 19:47:00,search,mobile,BE
1059,S1059,2024-07-27 19:47:00,view_flights,mobile,BE
1059,S1059,2024-07-27 19:47:00,select_flight,mobile,BE
1059,S1059,2024-07-27 19:47:00,add_bags,mobile,BE
1059,S1059,2024-07-27 19:47:00,checkout,mobile,BE
1059,S1059,2024-07-27 19:47:00,confirmation,mobile,BE
1060,S1060,2024-07-30 00:11:00,search,mobile,KR
1060,S1060,2024-07-30 00:11:00,view_flights,mobile,KR
1060,S1060,2024-07-30 00:11:00,select_flight,mobile,KR
1061,S1061,2024-03-22 22:06:00,search,desktop,RU
1061,S1061,2024-03-22 22:06:00,view_flights,desktop,RU
1061,S1061,2024-03-22 22:06:00,select_flight,desktop,RU
1061,S1061,2024-03-22 22:06:00,add_bags,desktop,RU
1062,S1062,2024-04-12 14:22:00,search,mobile,TH
1062,S1062,2024-04-12 14:22:00,view_flights,mobile,TH
1062,S1062,2024-04-12 14:22:00,select_flight,mobile,TH
1063,S1063,2024-12-03 06:25:00,search,mobile,ZA
1063,S1063,2024-12-03 06:25:00,view_flights,mobile,ZA
1064,S1064,2024-06-28 20:32:00,search,desktop,DE
1064,S1064,2024-06-28 20:32:00,view_flights,desktop,DE
1064,S1064,2024-06-28 20:32:00,select_flight,desktop,DE
1064,S1064,2024-06-28 20:32:00,add_bags,desktop,DE
1065,S1065,2024-05-13 05:37:00,search,desktop,UK
1065,S1065,2024-05-13 05:37:00,view_flights,desktop,UK
1066,S1066,2024-08-10 11:46:00,search,mobile,IT
1066,S1066,2024-08-10 11:46:00,view_flights,mobile,IT
1066,S1066,2024-08-10 11:46:00,select_flight,mobile,IT
1066,S1066,2024-08-10 11:46:00,add_bags,mobile,IT
1066,S1066,2024-08-10 11:46:00,checkout,mobile,IT
1066,S1066,2024-08-10 11:46:00,confirmation,mobile,IT
1067,S1067,2024-02-29 12:57:00,search,desktop,AR
1067,S1067,2024-02-29 12:57:00,view_flights,desktop,AR
1067,S1067,2024-02-29 12:57:00,select_flight,desktop,AR
1067,S1067,2024-02-29 12:57:00,add_bags,desktop,AR
1067,S1067,2024-02-29 12:57:00,checkout,desktop,AR
1067,S1067,2024-02-29 12:57:00,confirmation,desktop,AR
1068,S1068,2024-12-28 13:00:00,search,mobile,SG
1068,S1068,2024-12-28 13:00:00,view_flights,mobile,SG
1069,S1069,2024-02-05 21:58:00,search,mobile,IE
1069,S1069,2024-02-05 21:58:00,view_flights,mobile,IE
1069,S1069,2024-02-05 21:58:00,select_flight,mobile,IE
1069,S1069,2024-02-05 21:58:00,add_bags,mobile,IE
1069,S1069,2024-02-05 21:58:00,checkout,mobile,IE
1070,S1070,2024-09-16 09:42:00,search,desktop,ES
1070,S1070,2024-09-16 09:42:00,view_flights,desktop,ES
1070,S1070,2024-09-16 09:42:00,select_flight,desktop,ES
1070,S1070,2024-09-16 09:42:00,add_bags,desktop,ES
1071,S1071,2024-10-10 04:12:00,search,desktop,FI
1071,S1071,2024-10-10 04:12:00,view_flights,desktop,FI
1071,S1071,2024-10-10 04:12:00,select_flight,desktop,FI
1071,S1071,2024-10-10 04:12:00,add_bags,desktop,FI
1072,S1072,2024-10-18 09:25:00,search,desktop,IN
1072,S1072,2024-10-18 09:25:00,view_flights,desktop,IN
1072,S1072,2024-10-18 09:25:00,select_flight,desktop,IN
1072,S1072,2024-10-18 09:25:00,add_bags,desktop,IN
1072,S1072,2024-10-18 09:25:00,checkout,desktop,IN
1072,S1072,2024-10-18 09:25:00,confirmation,desktop,IN
1073,S1073,2024-04-17 13:50:00,search,mobile,NL
1073,S1073,2024-04-17 13:50:00,view_flights,mobile,NL
1073,S1073,2024-04-17 13:50:00,select_flight,mobile,NL
1073,S1073,2024-04-17 13:50:00,add_bags,mobile,NL
1074,S1074,2024-08-14 21:13:00,search,desktop,GR
1074,S1074,2024-08-14 21:13:00,view_flights,desktop,GR
1074,S1074,2024-08-14 21:13:00,select_flight,desktop,GR
1074,S1074,2024-08-14 21:13:00,add_bags,desktop,GR
1074,S1074,2024-08-14 21:13:00,checkout,desktop,GR
1075,S1075,2024-05-25 16:42:00,search,desktop,KR
1075,S1075,2024-05-25 16:42:00,view_flights,desktop,KR
1076,S1076,2024-12-10 09:14:00,search,desktop,FR
1076,S1076,2024-12-10 09:14:00,view_flights,desktop,FR
1076,S1076,2024-12-10 09:14:00,select_flight,desktop,FR
1077,S1077,2024-05-05 15:39:00,search,mobile,UK
1077,S1077,2024-05-05 15:39:00,view_flights,mobile,UK
1078,S1078,2024-04-09 22:44:00,search,desktop,DK
1078,S1078,2024-04-09 22:44:00,view_flights,desktop,DK
1078,S1078,2024-04-09 22:44:00,select_flight,desktop,DK
1078,S1078,2024-04-09 22:44:00,add_bags,desktop,DK
1078,S1078,2024-04-09 22:44:00,checkout,desktop,DK
1078,S1078,2024-04-09 22:44:00,confirmation,desktop,DK
1079,S1079,2024-03-16 20:44:00,search,desktop,FI
1079,S1079,2024-03-16 20:44:00,view_flights,desktop,FI
1079,S1079,2024-03-16 20:44:00,select_flight,desktop,FI
1080,S1080,2024-03-31 22:33:00,search,mobile,PL
1080,S1080,2024-03-31 22:33:00,view_flights,mobile,PL
1080,S1080,2024-03-31 22:33:00,select_flight,mobile,PL
1081,S1081,2024-03-03 14:08:00,search,mobile,EG
1081,S1081,2024-03-03 14:08:00,view_flights,mobile,EG
1081,S1081,2024-03-03 14:08:00,select_flight,mobile,EG
1082,S1082,2024-09-15 13:53:00,search,desktop,PT
1082,S1082,2024-09-15 13:53:00,view_flights,desktop,PT
1082,S1082,2024-09-15 13:53:00,select_flight,desktop,PT
1082,S1082,2024-09-15 13:53:00,add_bags,desktop,PT
1082,S1082,2024-09-15 13:53:00,checkout,desktop,PT
1082,S1082,2024-09-15 13:53:00,confirmation,desktop,PT
1083,S1083,2024-08-18 08:48:00,search,desktop,KR
1083,S1083,2024-08-18 08:48:00,view_flights,desktop,KR
1083,S1083,2024-08-18 08:48:00,select_flight,desktop,KR
1083,S1083,2024-08-18 08:48:00,add_bags,desktop,KR
1083,S1083,2024-08-18 08:48:00,checkout,desktop,KR
1084,S1084,2024-11-16 07:17:00,search,desktop,ID
1084,S1084,2024-11-16 07:17:00,view_flights,desktop,ID
1084,S1084,2024-11-16 07:17:00,select_flight,desktop,ID
1084,S1084,2024-11-16 07:17:00,add_bags,desktop,ID
1084,S1084,2024-11-16 07:17:00,checkout,desktop,ID
1085,S1085,2024-05-19 10:20:00,search,mobile,AE
1085,S1085,2024-05-19 10:20:00,view_flights,mobile,AE
1085,S1085,2024-05-19 10:20:00,select_flight,mobile,AE
1086,S1086,2024-04-28 12:44:00,search,mobile,JP
1086,S1086,2024-04-28 12:44:00,view_flights,mobile,JP
1086,S1086,2024-04-28 12:44:00,select_flight,mobile,JP
1087,S1087,2024-07-27 10:34:00,search,mobile,DE
1087,S1087,2024-07-27 10:34:00,view_flights,mobile,DE
1087,S1087,2024-07-27 10:34:00,select_flight,mobile,DE
1087,S1087,2024-07-27 10:34:00,add_bags,mobile,DE
1087,S1087,2024-07-27 10:34:00,checkout,mobile,DE
1088,S1088,2024-08-03 12:57:00,search,desktop,AU
1088,S1088,2024-08-03 12:57:00,view_flights,desktop,AU
1088,S1088,2024-08-03 12:57:00,select_flight,desktop,AU
1089,S1089,2024-09-01 00:22:00,search,mobile,SA
1089,S1089,2024-09-01 00:22:00,view_flights,mobile,SA
1089,S1089,2024-09-01 00:22:00,select_flight,mobile,SA
1089,S1089,2024-09-01 00:22:00,add_bags,mobile,SA
1089,S1089,2024-09-01 00:22:00,checkout,mobile,SA
1090,S1090,2024-10-06 19:57:00,search,desktop,DK
1090,S1090,2024-10-06 19:57:00,view_flights,desktop,DK
1090,S1090,2024-10-06 19:57:00,select_flight,desktop,DK
1090,S1090,2024-10-06 19:57:00,add_bags,desktop,DK
1090,S1090,2024-10-06 19:57:00,checkout,desktop,DK
1090,S1090,2024-10-06 19:57:00,confirmation,desktop,DK
1091,S1091,2024-08-11 15:01:00,search,desktop,ZA
1091,S1091,2024-08-11 15:01:00,view_flights,desktop,ZA
1091,S1091,2024-08-11 15:01:00,select_flight,desktop,ZA
1091,S1091,2024-08-11 15:01:00,add_bags,desktop,ZA
1092,S1092,2024-08-27 04:39:00,search,desktop,FI
1092,S1092,2024-08-27 04:39:00,view_flights,desktop,FI
1092,S1092,2024-08-27 04:39:00,select_flight,desktop,FI
1093,S1093,2024-10-15 21:01:00,search,mobile,FI
1093,S1093,2024-10-15 21:01:00,view_flights,mobile,FI
1093,S1093,2024-10-15 21:01:00,select_flight,mobile,FI
1093,S1093,2024-10-15 21:01:00,add_bags,mobile,FI
1093,S1093,2024-10-15 21:01:00,checkout,mobile,FI
1093,S1093,2024-10-15 21:01:00,confirmation,mobile,FI
1094,S1094,2024-04-03 01:16:00,search,desktop,JP
1094,S1094,2024-04-03 01:16:00,view_flights,desktop,JP
1094,S1094,2024-04-03 01:16:00,select_flight,desktop,JP
1094,S1094,2024-04-03 01:16:00,add_bags,desktop,JP
1094,S1094,2024-04-03 01:16:00,checkout,desktop,JP
1095,S1095,2024-06-16 10:48:00,search,desktop,MX
1095,S1095,2024-06-16 10:48:00,view_flights,desktop,MX
1095,S1095,2024-06-16 10:48:00,select_flight,desktop,MX
1095,S1095,2024-06-16 10:48:00,add_bags,desktop,MX
1095,S1095,2024-06-16 10:48:00,checkout,desktop,MX
1096,S1096,2024-02-11 15:01:00,search,desktop,DK
1096,S1096,2024-02-11 15:01:00,view_flights,desktop,DK
1096,S1096,2024-02-11 15:01:00,select_flight,desktop,DK
1096,S1096,2024-02-11 15:01:00,add_bags,desktop,DK
1097,S1097,2024-11-28 02:49:00,search,mobile,BE
1097,S1097,2024-11-28 02:49:00,view_flights,mobile,BE
1097,S1097,2024-11-28 02:49:00,select_flight,mobile,BE
1098,S1098,2024-01-11 19:09:00,search,mobile,RU
1098,S1098,2024-01-11 19:09:00,view_flights,mobile,RU
1098,S1098,2024-01-11 19:09:00,select_flight,mobile,RU
1099,S1099,2024-10-15 06:29:00,search,mobile,TH
1099,S1099,2024-10-15 06:29:00,view_flights,mobile,TH
1100,S1100,2024-11-06 23:45:00,search,desktop,KR
1100,S1100,2024-11-06 23:45:00,view_flights,desktop,KR
1100,S1100,2024-11-06 23:45:00,select_flight,desktop,KR
1100,S1100,2024-11-06 23:45:00,add_bags,desktop,KR
1100,S1100,2024-11-06 23:45:00,checkout,desktop,KR
1100,S1100,2024-11-06 23:45:00,confirmation,desktop,KR
1101,S1101,2024-10-23 00:59:00,search,mobile,NL
1101,S1101,2024-10-23 00:59:00,view_flights,mobile,NL
1102,S1102,2024-02-08 18:44:00,search,desktop,FI
1102,S1102,2024-02-08 18:44:00,view_flights,desktop,FI
1102,S1102,2024-02-08 18:44:00,select_flight,desktop,FI
1103,S1103,2024-03-02 18:50:00,search,mobile,NL
1103,S1103,2024-03-02 18:50:00,view_flights,mobile,NL
1103,S1103,2024-03-02 18:50:00,select_flight,mobile,NL
1103,S1103,2024-03-02 18:50:00,add_bags,mobile,NL
1103,S1103,2024-03-02 18:50:00,checkout,mobile,NL
1103,S1103,2024-03-02 18:50:00,confirmation,mobile,NL
1104,S1104,2024-12-04 11:04:00,search,desktop,TR
1104,S1104,2024-12-04 11:04:00,view_flights,desktop,TR
1104,S1104,2024-12-04 11:04:00,select_flight,desktop,TR
1104,S1104,2024-12-04 11:04:00,add_bags,desktop,TR
1104,S1104,2024-12-04 11:04:00,checkout,desktop,TR
1105,S1105,2024-09-07 03:27:00,search,desktop,US
1105,S1105,2024-09-07 03:27:00,view_flights,desktop,US
1105,S1105,2024-09-07 03:27:00,select_flight,desktop,US
1105,S1105,2024-09-07 03:27:00,add_bags,desktop,US
1105,S1105,2024-09-07 03:27:00,checkout,desktop,US
1106,S1106,2024-03-31 23:33:00,search,desktop,CN
1106,S1106,2024-03-31 23:33:00,view_flights,desktop,CN
1106,S1106,2024-03-31 23:33:00,select_flight,desktop,CN
1106,S1106,2024-03-31 23:33:00,add_bags,desktop,CN
1106,S1106,2024-03-31 23:33:00,checkout,desktop,CN
1107,S1107,2024-10-30 08:20:00,search,desktop,GR
1107,S1107,2024-10-30 08:20:00,view_flights,desktop,GR
1107,S1107,2024-10-30 08:20:00,select_flight,desktop,GR
1107,S1107,2024-10-30 08:20:00,add_bags,desktop,GR
1107,S1107,2024-10-30 08:20:00,checkout,desktop,GR
1108,S1108,2024-05-04 14:36:00,search,mobile,NZ
1108,S1108,2024-05-04 14:36:00,view_flights,mobile,NZ
1108,S1108,2024-05-04 14:36:00,select_flight,mobile,NZ
1108,S1108,2024-05-04 14:36:00,add_bags,mobile,NZ
1108,S1108,2024-05-04 14:36:00,checkout,mobile,NZ
1109,S1109,2024-09-10 10:11:00,search,desktop,CH
1109,S1109,2024-09-10 10:11:00,view_flights,desktop,CH
1110,S1110,2024-06-23 08:56:00,search,mobile,BE
1110,S1110,2024-06-23 08:56:00,view_flights,mobile,BE
1110,S1110,2024-06-23 08:56:00,select_flight,mobile,BE
1110,S1110,2024-06-23 08:56:00,add_bags,mobile,BE
1111,S1111,2024-09-21 06:05:00,search,desktop,EG
1111,S1111,2024-09-21 06:05:00,view_flights,desktop,EG
1112,S1112,2024-05-03 22:30:00,search,desktop,MY
1112,S1112,2024-05-03 22:30:00,view_flights,desktop,MY
1112,S1112,2024-05-03 22:30:00,select_flight,desktop,MY
1112,S1112,2024-05-03 22:30:00,add_bags,desktop,MY
1112,S1112,2024-05-03 22:30:00,checkout,desktop,MY
1112,S1112,2024-05-03 22:30:00,confirmation,desktop,MY
1113,S1113,2024-05-30 07:25:00,search,desktop,UK
1113,S1113,2024-05-30 07:25:00,view_flights,desktop,UK
